V_input,V
-1.0,2.23
-0.98994974874371855,2.228
-0.97989949748743721,2.228
-0.96984924623115576,2.228
-0.95979899497487442,2.228
-0.94974874371859297,2.228
-0.93969849246231152,2.228
-0.92964824120603018,2.228
-0.91959798994974873,2.228
-0.90954773869346739,2.228
-0.89949748743718594,2.228
-0.88944723618090449,2.228
-0.87939698492462315,2.228
-0.8693467336683417,2.23
-0.85929648241206036,2.23
-0.84924623115577891,2.23
-0.83919597989949746,2.23
-0.82914572864321612,2.23
-0.81909547738693467,2.228
-0.80904522613065333,2.23
-0.79899497487437188,2.23
-0.78894472361809043,2.23
-0.77889447236180898,2.23
-0.76884422110552764,2.23
-0.7587939698492463,2.23
-0.74874371859296485,2.23
-0.7386934673366834,2.23
-0.72864321608040195,2.23
-0.71859296482412061,2.228
-0.70854271356783927,2.23
-0.69849246231155782,2.23
-0.68844221105527637,2.23
-0.67839195979899491,2.23
-0.66834170854271358,2.228
-0.65829145728643224,2.228
-0.64824120603015079,2.23
-0.63819095477386933,2.23
-0.62814070351758788,2.228
-0.61809045226130654,2.23
-0.60804020100502509,2.228
-0.59798994974874375,2.23
-0.5879396984924623,2.23
-0.57788944723618085,2.23
-0.56783919597989951,2.228
-0.55778894472361806,2.23
-0.54773869346733672,2.23
-0.53768844221105527,2.228
-0.52763819095477382,2.23
-0.51758793969849248,2.23
-0.50753768844221103,2.228
-0.49748743718592969,2.23
-0.48743718592964824,2.228
-0.47738693467336679,2.228
-0.46733668341708545,2.228
-0.457286432160804,2.228
-0.44723618090452255,2.23
-0.43718592964824121,2.23
-0.42713567839195976,2.23
-0.41708542713567842,2.23
-0.40703517587939697,2.228
-0.39698492462311552,2.23
-0.38693467336683418,2.23
-0.37688442211055273,2.228
-0.36683417085427139,2.228
-0.35678391959798994,2.228
-0.34673366834170849,2.23
-0.33668341708542715,2.23
-0.3266331658291457,2.23
-0.31658291457286436,2.228
-0.30653266331658291,2.228
-0.29648241206030146,2.23
-0.28643216080402012,2.228
-0.27638190954773867,2.228
-0.26633165829145733,2.228
-0.25628140703517588,2.228
-0.24623115577889443,2.228
-0.23618090452261309,2.228
-0.22613065326633164,2.228
-0.21608040201005019,2.23
-0.20603015075376885,2.23
-0.1959798994974874,2.23
-0.18592964824120606,2.23
-0.17587939698492461,2.23
-0.16582914572864316,2.23
-0.15577889447236182,2.23
-0.14572864321608037,2.23
-0.13567839195979903,2.23
-0.12562814070351758,2.232
-0.11557788944723613,2.232
-0.10552763819095479,2.232
-0.095477386934673336,2.234
-0.085427135678391997,2.234
-0.075376884422110546,2.236
-0.065326633165829096,2.238
-0.055276381909547756,2.24
-0.045226130653266305,2.242
-0.035175879396984966,2.246
-0.025125628140703515,2.248
-0.015075376884422065,2.2520000000000002
-0.0050251256281407253,2.2560000000000002
0.0050251256281406143,2.2600000000000002
0.015075376884422065,2.2640000000000002
0.025125628140703515,2.27
0.035175879396984966,2.2760000000000002
0.045226130653266416,2.2800000000000002
0.055276381909547645,2.286
0.065326633165829096,2.294
0.075376884422110546,2.3000000000000003
0.085427135678391997,2.306
0.095477386934673447,2.314
0.1055276381909549,2.322
0.11557788944723613,2.33
0.12562814070351758,2.338
0.13567839195979903,2.346
0.14572864321608048,2.352
0.15577889447236193,2.362
0.16582914572864316,2.37
0.17587939698492461,2.378
0.18592964824120606,2.386
0.19597989949748751,2.394
0.20603015075376896,2.402
0.21608040201005019,2.41
0.22613065326633164,2.418
0.23618090452261309,2.428
0.24623115577889454,2.436
0.25628140703517599,2.444
0.26633165829145722,2.452
0.27638190954773867,2.46
0.28643216080402012,2.468
0.29648241206030157,2.478
0.30653266331658302,2.486
0.31658291457286425,2.494
0.3266331658291457,2.5020000000000002
0.33668341708542715,2.5100000000000002
0.3467336683417086,2.5180000000000002
0.35678391959799005,2.528
0.36683417085427128,2.536
0.37688442211055273,2.544
0.38693467336683418,2.552
0.39698492462311563,2.56
0.40703517587939708,2.568
0.41708542713567831,2.576
0.42713567839195976,2.584
0.43718592964824121,2.592
0.44723618090452266,2.6
0.45728643216080411,2.61
0.46733668341708534,2.618
0.47738693467336679,2.626
0.48743718592964824,2.636
0.49748743718592969,2.644
0.50753768844221114,2.652
0.51758793969849259,2.66
0.52763819095477382,2.668
0.53768844221105527,2.678
0.54773869346733672,2.686
0.55778894472361817,2.694
0.56783919597989962,2.702
0.57788944723618085,2.71
0.5879396984924623,2.72
0.59798994974874375,2.728
0.6080402010050252,2.736
0.61809045226130666,2.744
0.62814070351758788,2.754
0.63819095477386933,2.762
0.64824120603015079,2.77
0.65829145728643224,2.7800000000000002
0.66834170854271369,2.7880000000000003
0.67839195979899491,2.7960000000000003
0.68844221105527637,2.8040000000000003
0.69849246231155782,2.8120000000000003
0.70854271356783927,2.82
0.71859296482412072,2.83
0.72864321608040195,2.838
0.7386934673366834,2.846
0.74874371859296485,2.856
0.7587939698492463,2.864
0.76884422110552775,2.872
0.77889447236180898,2.88
0.78894472361809043,2.89
0.79899497487437188,2.898
0.80904522613065333,2.906
0.81909547738693478,2.914
0.82914572864321601,2.922
0.83919597989949746,2.93
0.84924623115577891,2.938
0.85929648241206036,2.948
0.86934673366834181,2.956
0.87939698492462304,2.964
0.88944723618090449,2.974
0.89949748743718594,2.982
0.90954773869346739,2.99
0.91959798994974884,2.998
0.92964824120603007,3.008
0.93969849246231152,3.016
0.94974874371859297,3.024
0.95979899497487442,3.032
0.96984924623115587,3.04
0.97989949748743732,3.048
0.98994974874371855,3.0580000000000003
1.0,3.0660000000000003
